,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,Added By,Added At,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Label
0,spotify:track:2mr5FEkdDUjnTP1e33IVX3,Easy Girl,spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y,Coconut Records,spotify:album:4FeD2BdcaGX75b5X1gvvsg,Nighttiming,spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y,Coconut Records,2007-04-17,https://i.scdn.co/image/ab67616d0000b27348ee010a6e1cc58f984524a8,1,11,135052,https://p.scdn.co/mp3-preview/3c1027b59cbbfa1d9c53df0141d2728f20ab158f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,25,,2017-04-22T07:40:25Z,0.581,0.654,2.0,-5.46,1.0,0.0286,0.348,0.0,0.282,0.576,103.065,4.0,False
1,spotify:track:39u2PsqrAZpZ0KPx6CjasV,Droppin' Seeds (feat. Lil' Wayne),"spotify:artist:4V8LLVI7PbaPR0K2TGSxFF, spotify:artist:55Aa2cqylxrFIXC767Z865","Tyler\, The Creator, Lil Wayne",spotify:album:2nkto6YNI4rUYTLqEwWJ3o,Flower Boy,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,"Tyler\, The Creator",2017-07-21,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,1,11,60000,https://p.scdn.co/mp3-preview/b935e2a6d96a9375d876faef784a2c40c8a2b18b?cid=9950ac751e34487dbbe027c4fd7f8e99,True,58,,2017-07-28T06:35:05Z,0.401,0.532,5.0,-11.554,0.0,0.508,0.103,0.0,0.478,0.413,84.777,4.0,False
2,spotify:track:0ZUXj43fteJjwvGoLMntte,"If You Were There, Beware",spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:6rsQnwaoJHxXJRCDBPkBRw,Favourite Worst Nightmare (Standard Version),spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2007-04-24,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90,1,9,274200,https://p.scdn.co/mp3-preview/54b3a4a7b20a9b5b5df0b60bc12095385837028c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,49,,2017-04-22T07:40:47Z,0.232,0.8,4.0,-6.853,0.0,0.0536,0.00082,0.0244,0.128,0.224,201.1,3.0,False
3,spotify:track:6YGVK9xgH2LI4Ghw6gqUxx,Paint Me Silver,spotify:artist:4skJp5OKvcc9eKokiuhi2s,Pond,spotify:album:2SHfOtnJrQc1piY2KyMOIF,The Weather,spotify:artist:4skJp5OKvcc9eKokiuhi2s,Pond,2017-05-05,https://i.scdn.co/image/ab67616d0000b273171bd0187368a4789437067e,1,3,224973,https://p.scdn.co/mp3-preview/89ca8bf4c8a3f7a7f43ea737806d71e167b94786?cid=9950ac751e34487dbbe027c4fd7f8e99,False,59,,2019-12-27T17:14:49Z,0.335,0.825,8.0,-5.598,1.0,0.0506,0.00523,0.00429,0.226,0.682,177.156,4.0,True
4,spotify:track:22DVl7C6ceEmFuYM1jXZDY,What You Want,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,spotify:album:1FXPtnn4O36fH3A2Ih2ThZ,Live from Trona,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,2016-08-05,https://i.scdn.co/image/ab67616d0000b2739ebc248254e05f1e4c50dc7e,1,2,213800,https://p.scdn.co/mp3-preview/055e65d409903514b56dc7e59179a50da07806be?cid=9950ac751e34487dbbe027c4fd7f8e99,False,25,,2017-02-01T22:23:00Z,0.584,0.928,11.0,-4.862,0.0,0.0365,0.00233,0.00172,0.447,0.747,100.065,4.0,False
5,spotify:track:6Rkr9b1ooiIgcebMRATPhD,Lesser Heaven,"spotify:artist:7MSUfLeTdDEoZiJPDSBXgi, spotify:artist:7yxi31szvlbwvKq9dYOmFI, spotify:artist:6g4q7DPLaVqWGnfMpAb2Yd","Brian Eno, Jon Hopkins, Leo Abrahams",spotify:album:47e7SP8MtzYKK8Lm3gEK2i,Small Craft On A Milk Sea,"spotify:artist:7MSUfLeTdDEoZiJPDSBXgi, spotify:artist:7yxi31szvlbwvKq9dYOmFI, spotify:artist:6g4q7DPLaVqWGnfMpAb2Yd","Brian Eno, Jon Hopkins, Leo Abrahams",2010-11-01,https://i.scdn.co/image/ab67616d0000b273b6dd5b760aa653f737d6252e,1,11,200800,https://p.scdn.co/mp3-preview/762595637de4f17a59f062f16d6e30f5cf41471c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,24,,2017-04-22T07:50:06Z,0.151,0.129,4.0,-21.225,1.0,0.0566,0.98,0.969,0.0725,0.0377,170.548,3.0,False
6,spotify:track:4RNeJ1qy9feTpgCI8xxQM1,Adam's Song,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,spotify:album:3ReTZiBrVtZaufbC1tCHfM,Enema Of The State,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,1999-01-01,https://i.scdn.co/image/ab67616d0000b27325f35a3c475262d16d851727,1,7,249560,,False,0,,2017-11-25T21:17:27Z,0.517,0.754,0.0,-5.754,1.0,0.0338,0.0438,0.0,0.364,0.49,136.089,4.0,False
7,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,spotify:album:1s9tU91VJt4sU5owi29GD3,True,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,2013-09-13,https://i.scdn.co/image/ab67616d0000b2734cfcceb6f9b1aae8752810e7,1,1,247426,,False,25,,2017-04-22T08:00:48Z,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,4.0,True
8,spotify:track:1HI4vMcE5Tvu58UnLcrd5R,Pulling Mussels (From The Shell),spotify:artist:6Jrj26oAY96EEC2lqC6fua,Squeeze,spotify:album:6A6fBHJrPa2DAcezcG8M3e,Greatest Hits,spotify:artist:6Jrj26oAY96EEC2lqC6fua,Squeeze,1992-01-01,https://i.scdn.co/image/ab67616d0000b273061f4cdc04b61ecf0d35b91a,1,7,239600,,False,0,,2017-05-03T22:35:56Z,0.594,0.67,0.0,-12.771,1.0,0.0416,0.021,9.81e-05,0.245,0.934,142.743,4.0,False
9,spotify:track:1X5kkInKeIHu28GtayVpdA,Grey,spotify:artist:6ChsWygqG6IhGEC312KSIQ,Ken Nordine,spotify:album:2zk7d13GlvArJTHlRHDdzO,Colors,spotify:artist:6ChsWygqG6IhGEC312KSIQ,Ken Nordine,1966,https://i.scdn.co/image/ab67616d0000b2737c3c6d985722e84788d9de88,1,33,100760,https://p.scdn.co/mp3-preview/f0c6df67dfce1de7dc93de3ddd22ba5a3cc46c37?cid=9950ac751e34487dbbe027c4fd7f8e99,False,6,,2015-12-28T09:17:16Z,0.702,0.191,8.0,-17.699,1.0,0.528,0.0744,5.14e-05,0.069,0.451,76.384,4.0,False
10,spotify:track:6gxJg7WCL5xdQCyhm4COF2,Drizzy Draco,spotify:artist:6xS5PpBWaVYraexEkEjjXv,Maxo Kream,spotify:album:2E5FdSQ0pyo7LHW7XxMYUi,Brandon Banks,spotify:artist:6xS5PpBWaVYraexEkEjjXv,Maxo Kream,2019-07-19,https://i.scdn.co/image/ab67616d0000b273697aed8a8b300b7e5818e6e3,1,7,155846,https://p.scdn.co/mp3-preview/11c0faa9258d9c7cc83e494180d97c83ece3843a?cid=9950ac751e34487dbbe027c4fd7f8e99,True,48,,2020-04-12T02:23:09Z,0.835,0.79,1.0,-7.109,1.0,0.0834,0.048,2.07e-06,0.107,0.703,76.976,4.0,True
11,spotify:track:3NWTRZ0A8xKlBP1qgNftql,Special Affair,spotify:artist:7GN9PivdemQRKjDt4z5Zv8,The Internet,spotify:album:69g3CtOVg98TPOwqmI2K7Q,Ego Death,spotify:artist:7GN9PivdemQRKjDt4z5Zv8,The Internet,2015-06-26,https://i.scdn.co/image/ab67616d0000b2731c1c33c63cdbcb5788975a93,1,8,176186,https://p.scdn.co/mp3-preview/8bae5d1a8b4575fa27b08c4382a5397e254306b4?cid=9950ac751e34487dbbe027c4fd7f8e99,True,62,,2016-06-13T02:44:10Z,0.795,0.409,9.0,-10.134,0.0,0.0859,0.183,0.00108,0.112,0.518,120.095,4.0,True
12,spotify:track:7gFpAlCXyKqZ1HDy0Oe7Bq,Who's to Say,spotify:artist:7ItbAZITSFxSy5LJChXe18,ford.,spotify:album:1WAExahkEGsMUauWU4CS6f,(The) Evening,spotify:artist:7ItbAZITSFxSy5LJChXe18,ford.,2018-11-16,https://i.scdn.co/image/ab67616d0000b273e95c575d8c7ee842ad01405e,1,3,158117,,False,31,,2019-01-31T18:54:49Z,0.644,0.531,0.0,-7.713,1.0,0.38,0.56,0.844,0.689,0.362,170.056,4.0,True
13,spotify:track:3wa4t4bc0UjG2eSGgXHcaR,Coward,spotify:artist:0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,spotify:album:7a78GiEowpaCa7ZJs44xUU,Interstellar (Original Motion Picture Soundtrack),spotify:artist:0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,2014-11-18,https://i.scdn.co/image/ab67616d0000b2737af01d9841c137eaadea96a6,1,13,506876,,False,0,,2017-04-25T03:23:09Z,0.433,0.258,0.0,-18.526,1.0,0.0425,0.25,0.886,0.228,0.0398,119.99,4.0,True
14,spotify:track:7KmawNv6JUgZ54gSyVF6VQ,Let Her Go,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,spotify:album:1l9d1Zj9Iv2eOcdObVhdMy,Salad Days,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,2014-04-01,https://i.scdn.co/image/ab67616d0000b2737da53b49b2eb7b7a695d9cca,1,4,182607,https://p.scdn.co/mp3-preview/6ac31902d7251172e668bf275bce83fcccf23223?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,,2017-04-22T07:42:50Z,0.594,0.663,6.0,-7.588,1.0,0.0292,0.00512,0.123,0.162,0.806,111.123,4.0,True
15,spotify:track:40H5libEZWrbkc8HTlXGbt,Fashion Killa,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,spotify:album:1E1eyI5uGllppJZCxNoF9w,LONG.LIVE.A$AP (Deluxe Version),spotify:artist:13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,2013-01-11,https://i.scdn.co/image/ab67616d0000b2733265ed162fa2dd5ec6434ee4,1,10,236280,,True,0,,2018-02-02T18:14:15Z,0.794,0.82,11.0,-5.214,1.0,0.152,0.315,0.0,0.531,0.793,140.042,4.0,True
16,spotify:track:6RbRjm8NBISaJMfgi7BoVx,Praey,"spotify:artist:4B7EVtenNIwOUxmQ5o5GNv, spotify:artist:6LNjj0qr7NlvdF99YBOwXg","Eastghost, Yespion",spotify:album:4p2X4ZadfvyQ984vveS1cs,Praey,spotify:artist:4B7EVtenNIwOUxmQ5o5GNv,Eastghost,2016-11-10,https://i.scdn.co/image/ab67616d0000b273e0ea408592eefa57109126f3,1,1,419650,https://p.scdn.co/mp3-preview/3adcea5cf1c3458ba042e6987cf15e406e787aee?cid=9950ac751e34487dbbe027c4fd7f8e99,False,42,,2018-10-29T17:14:51Z,0.587,0.53,10.0,-8.632,0.0,0.033,0.0532,0.539,0.185,0.261,89.972,4.0,True
17,spotify:track:1W8VWpdqRiCw4Cw2rIrVMi,Don't Pull Away,"spotify:artist:54l5FjSx6OSPe2Qv9g4LjQ, spotify:artist:2AcUPzkVWo81vumdzeLLRN","J.Views, Rhye",spotify:album:5n3hrR2aNt9xz5rrnZZsXI,401 Days,spotify:artist:54l5FjSx6OSPe2Qv9g4LjQ,J.Views,2016-05-20,https://i.scdn.co/image/ab67616d0000b273ef45fbd6b0ada15babd3ef13,1,7,241591,,False,0,,2019-01-08T21:17:11Z,0.345,0.397,10.0,-7.867,1.0,0.0327,0.39,0.0487,0.357,0.127,115.832,4.0,True
18,spotify:track:1eHx0urYJo0Tzo2DABMvkj,Wish You Were Mine,spotify:artist:1bq8rqNnfrojn0OSAfeNXJ,Sarcastic Sounds,spotify:album:6XyaVDkZeCWf14x0eESZdl,1 Am. Study Session,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2019-12-08,https://i.scdn.co/image/ab67616d0000b27380db5f1340bc1170a22d8e2c,1,14,121519,,False,13,,2020-01-22T11:51:10Z,0.816,0.468,1.0,-8.687,1.0,0.0612,0.68,0.842,0.244,0.2,158.069,4.0,True
19,spotify:track:1dv11gVyjFNerzbmG9Qrt4,First Date,spotify:artist:5Y1FwDhPo0LyLZejDx61i7,Lapti,spotify:album:7ke78hs2CJ2JMTwWP42LXt,V Tiraj,spotify:artist:5Y1FwDhPo0LyLZejDx61i7,Lapti,2015-10-01,https://i.scdn.co/image/ab67616d0000b273ed49fb0068877655be08cb70,1,11,164456,https://p.scdn.co/mp3-preview/a1f8be5695fbb663c5cd7dcacbd804a48c62ca26?cid=9950ac751e34487dbbe027c4fd7f8e99,False,34,,2018-07-24T00:08:42Z,0.458,0.826,6.0,-7.604,1.0,0.166,0.128,2.34e-05,0.343,0.494,110.245,4.0,True
20,spotify:track:4npMbTuxrUA3Wd7edACZ2L,Short Circuit,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,spotify:album:2noRn2Aes5aoNVsU6iWThc,Discovery,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,2001-03-12,https://i.scdn.co/image/ab67616d0000b273b33d46dfa2635a47eebf63b2,1,12,206866,https://p.scdn.co/mp3-preview/9ceb3492b792a98c0dbe82df348fc3a3586074e5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,56,,2017-04-22T07:38:20Z,0.535,0.558,6.0,-10.756,1.0,0.0741,0.00461,0.824,0.0821,0.215,109.69,4.0,False
21,spotify:track:6U1ueRYXTjFHuJ9Ld2LBIW,Cut the Check (feat. Chief Keef),"spotify:artist:4LLpKhyESsyAXpc4laK94U, spotify:artist:15iVAtD3s3FsQR4w1v6M0P","Mac Miller, Chief Keef",spotify:album:2Tyx5dLhHYkx6zeAdVaTzN,GO:OD AM,spotify:artist:4LLpKhyESsyAXpc4laK94U,Mac Miller,2015-09-18,https://i.scdn.co/image/ab67616d0000b273ee0f38410382a255e4fb15f4,1,14,170706,https://p.scdn.co/mp3-preview/4744e0ea134abe856afa363aa8301d418f14ac7a?cid=9950ac751e34487dbbe027c4fd7f8e99,True,53,,2015-11-09T07:16:58Z,0.832,0.743,1.0,-6.706,1.0,0.228,0.0596,0.0,0.257,0.522,100.004,4.0,True
22,spotify:track:2J3ajGI1sVj9wnqThJHwPS,If I Believe You,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,spotify:album:1JFmNyVPdBF1ECvv4fhpW4,"I like it when you sleep, for you are so beautiful yet so unaware of it",spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,2016-02-26,https://i.scdn.co/image/ab67616d0000b273d3de03550f715df1ea7e0c08,1,6,380320,https://p.scdn.co/mp3-preview/ce40038fafb30d19149e50fa21924365117129f6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,,2016-11-11T00:57:22Z,0.703,0.308,10.0,-7.742,1.0,0.0355,0.737,0.00618,0.102,0.346,130.084,3.0,True
23,spotify:track:0543OOEODOJD8shWYhjh8f,Piano,spotify:artist:1FvjvACFvko2Z91IvDljrx,Mick Jenkins,spotify:album:302R4KlFy873Aq7YJNPHWr,Wave[s],spotify:artist:1FvjvACFvko2Z91IvDljrx,Mick Jenkins,2015-08-21,https://i.scdn.co/image/ab67616d0000b27350a8792c1b9a2701c9777a67,1,5,128770,,True,0,,2016-09-03T19:41:54Z,0.694,0.713,4.0,-5.888,0.0,0.126,0.0233,0.0,0.167,0.265,119.016,4.0,False
24,spotify:track:2Xl6pHWhqM9rImRzYvmV4E,Evening News,spotify:artist:0SwK6bwzmGkViNoxSbJ5Mk,LAUNDRY DAY,spotify:album:6SHGA5HOlV0pgQNE4EP96t,HOMESICK,spotify:artist:0SwK6bwzmGkViNoxSbJ5Mk,LAUNDRY DAY,2019-03-22,https://i.scdn.co/image/ab67616d0000b2730edc426d1e10986cc0094bd7,1,9,327000,,False,0,,2019-08-07T14:58:17Z,0.59,0.311,9.0,-11.125,1.0,0.0461,0.787,0.0474,0.106,0.334,150.02,4.0,True
25,spotify:track:2mU0tPfbAjGEiXlXTHN69i,Don't you tell ME,spotify:artist:5Wh3G01Xfxn2zzEZNpuYHH,BAND-MAID,spotify:album:7yc9UD3MnWTfULbT93WcI2,Just Bring It,spotify:artist:5Wh3G01Xfxn2zzEZNpuYHH,BAND-MAID,2017-01-11,https://i.scdn.co/image/ab67616d0000b2735be00dea43a5588f58b235df,1,1,190240,https://p.scdn.co/mp3-preview/0dc22d7e639c6cd5baa85c3d6a15e61937b10400?cid=9950ac751e34487dbbe027c4fd7f8e99,False,24,,2020-02-21T18:37:08Z,0.465,0.976,10.0,-2.336,1.0,0.156,1.21e-05,2.15e-06,0.188,0.575,93.93,4.0,True
26,spotify:track:7MJEvaoQljdQDwf9KesxSi,You're Not Stubborn,spotify:artist:536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,spotify:album:0gyRFAfY08NFv7N8RTFg9M,Tourist History,spotify:artist:536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,2010-02-07,https://i.scdn.co/image/ab67616d0000b273cba7eaf46111c54eaf2faeb9,1,10,190866,,False,0,,2017-04-22T07:37:44Z,0.613,0.886,7.0,-4.247,1.0,0.0649,3.87e-05,0.0,0.35,0.705,131.999,4.0,False
27,spotify:track:4HRa9ZWcmZ8JD7UySPu0wT,Don't Stop (Color on the Walls),spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,Torches,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,2011-05-23,https://i.scdn.co/image/ab67616d0000b273c03f8ef4160b2a3b72dd407d,1,4,174920,https://p.scdn.co/mp3-preview/5773cb56fd97ec8c1e64b762c13fe5f30367a59c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,,2015-10-26T05:56:48Z,0.611,0.948,1.0,-3.751,0.0,0.0753,0.00183,0.0995,0.0969,0.79,133.004,4.0,True
28,spotify:track:2CbtdkBeW9Znt4vXTOafAl,A Certain Romance,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:0ndGMh4twJNzPpr5XtHTR2,"Whatever People Say I Am, That's What I'm Not",spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2006-02-21,https://i.scdn.co/image/ab67616d0000b273dcd504f678c14b1593605ff5,1,13,331200,https://p.scdn.co/mp3-preview/86b717f29a75399918886faa8c896bacd5e6d3fb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,52,,2017-04-22T07:40:57Z,0.455,0.881,11.0,-5.587,1.0,0.0401,0.000566,6.06e-05,0.11,0.201,137.949,4.0,True
29,spotify:track:3qnoOm4fwZPBS116f5hpgF,All Mine,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:5EBGCvO6upi3GNknMVe9x9,ye,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,2018-06-01,https://i.scdn.co/image/ab67616d0000b27397508a4b756763370510bd44,1,3,145506,,True,1,,2018-06-02T03:01:53Z,0.925,0.308,11.0,-6.562,0.0,0.338,0.125,0.0,0.0933,0.265,122.099,4.0,False
30,spotify:track:1GUATj8VacuwLanT47pRmH,I Remember - Vocal Mix,"spotify:artist:2CIMQHirSU0MQqyYHq0eOx, spotify:artist:6TQj5BFPooTa08A7pk8AQ1","deadmau5, Kaskade",spotify:album:0zyj1GySC9Cf4u8maD2q9v,5 Years of mau5,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,deadmau5,2014-11-21,https://i.scdn.co/image/ab67616d0000b2731fd509ee61d728a2d3eef921,1,3,593604,,False,0,,2017-07-22T21:06:37Z,0.848,0.497,11.0,-7.124,0.0,0.0529,0.0201,0.297,0.217,0.615,128.013,4.0,True
31,spotify:track:1F96ZPH8sMhxRg0E8Nyzev,National Anthem,spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,spotify:album:3TtsWmvFbChKTWIRfa85lS,Born To Die (Bonus Track Version),spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2012-01-30,https://i.scdn.co/image/ab67616d0000b27377a3afdbf4d24dd545105177,1,6,230533,https://p.scdn.co/mp3-preview/347ff8176afe22e9d287c11f0d1200f1330f7ec9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,46,,2017-04-22T08:10:41Z,0.535,0.902,0.0,-6.001,0.0,0.234,0.548,0.000163,0.109,0.415,84.929,4.0,False
32,spotify:track:63JXZZRbmzooashakb0zbu,Nightvision,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,spotify:album:2noRn2Aes5aoNVsU6iWThc,Discovery,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,2001-03-12,https://i.scdn.co/image/ab67616d0000b273b33d46dfa2635a47eebf63b2,1,6,104466,https://p.scdn.co/mp3-preview/02a892f23e783ea50a34bce42237ed906b81e5ac?cid=9950ac751e34487dbbe027c4fd7f8e99,False,55,,2017-04-22T07:38:20Z,0.491,0.186,0.0,-29.512,1.0,0.0321,0.845,0.916,0.109,0.457,119.883,4.0,False
33,spotify:track:0lHWf385QpzpHulxt029L6,All The Small Things,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,spotify:album:3ReTZiBrVtZaufbC1tCHfM,Enema Of The State,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,1999-01-01,https://i.scdn.co/image/ab67616d0000b27325f35a3c475262d16d851727,1,8,168200,,False,0,,2017-11-25T21:17:27Z,0.437,0.914,0.0,-4.83,1.0,0.0481,0.0129,0.0,0.471,0.731,148.679,4.0,False
34,spotify:track:0DLuP5NboA1vObFMI3o3AM,Satellites,spotify:artist:2thIq9dFmnfUClzXEjDIMr,Ebb & Flod,spotify:album:1eHBBDpBRlCNJxMbo8YpOj,Self Help,spotify:artist:2thIq9dFmnfUClzXEjDIMr,Ebb & Flod,2016-09-02,https://i.scdn.co/image/ab67616d0000b2730152a68f21034c719c51b52e,1,7,122550,https://p.scdn.co/mp3-preview/0395c8fb80d25ef82ca79ccde7d84ebb15388ac9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,17,,2019-03-01T01:10:19Z,0.511,0.239,9.0,-19.766,0.0,0.0432,0.925,0.964,0.0879,0.378,75.028,3.0,False
35,spotify:track:316r1KLN0bcmpr7TZcMCXT,The Sound,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,spotify:album:1JFmNyVPdBF1ECvv4fhpW4,"I like it when you sleep, for you are so beautiful yet so unaware of it",spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,2016-02-26,https://i.scdn.co/image/ab67616d0000b273d3de03550f715df1ea7e0c08,1,13,248880,https://p.scdn.co/mp3-preview/1ec7450036e2e1e8f704e5dc8bf3918dd08a9d02?cid=9950ac751e34487dbbe027c4fd7f8e99,False,60,,2016-11-11T00:57:22Z,0.646,0.938,0.0,-4.735,1.0,0.0754,0.0875,6.52e-06,0.447,0.545,120.708,4.0,True
36,spotify:track:4z0PnuB07fxtVZZRWsCfxb,100 Grandkids,spotify:artist:4LLpKhyESsyAXpc4laK94U,Mac Miller,spotify:album:2Tyx5dLhHYkx6zeAdVaTzN,GO:OD AM,spotify:artist:4LLpKhyESsyAXpc4laK94U,Mac Miller,2015-09-18,https://i.scdn.co/image/ab67616d0000b273ee0f38410382a255e4fb15f4,1,5,278506,https://p.scdn.co/mp3-preview/c96f69a2a5f2ab346a1fe83c39e77d5efca484a7?cid=9950ac751e34487dbbe027c4fd7f8e99,True,64,,2015-11-09T07:16:58Z,0.735,0.749,10.0,-3.766,0.0,0.0874,0.371,0.0,0.47,0.373,93.718,4.0,True
37,spotify:track:5Gc94gqvZl87SOjSrkFnvM,The Summer,spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y,Coconut Records,spotify:album:1ew4WsTEydVNNQ8sTWZbXg,Davy,spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y,Coconut Records,2009-01-20,https://i.scdn.co/image/ab67616d0000b273e9c65f1d0495fcc536ab93d1,1,7,165533,,False,0,,2016-08-16T07:04:41Z,0.424,0.688,1.0,-8.511,0.0,0.0787,0.324,0.000448,0.11,0.23,160.143,4.0,False
38,spotify:track:3O8X1DE9btbzy4UH9cSX9a,Borderline,spotify:artist:5INjqkS1o8h1imAzPqGZBb,Tame Impala,spotify:album:5zGidcaAvNahQrYhyQwAQn,Borderline,spotify:artist:5INjqkS1o8h1imAzPqGZBb,Tame Impala,2019-04-12,https://i.scdn.co/image/ab67616d0000b273b9fc7f7e0db93d4809d2ec37,1,1,274293,,False,2,,2019-04-12T21:07:21Z,0.598,0.71,0.0,-6.839,0.0,0.0272,0.0476,1.77e-05,0.1,0.726,97.976,4.0,True
39,spotify:track:0EaLRxrtnq7Mqhdf8q9txr,Run Like Hell,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,spotify:album:5Dbax7G8SWrP9xyzkOvy2F,The Wall,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,1979-11-30,https://i.scdn.co/image/ab67616d0000b273288d32d88a616b9a278ddc07,2,9,263573,https://p.scdn.co/mp3-preview/dacfa559d9d31b5ab8d19d1472ce353b7a06bc49?cid=9950ac751e34487dbbe027c4fd7f8e99,False,60,,2017-01-15T19:13:04Z,0.716,0.499,9.0,-15.457,1.0,0.0354,0.0235,0.449,0.86,0.42,116.974,4.0,False
40,spotify:track:1n2eb50gJO7muY9lj4JmVO,Pyramids (Change),spotify:artist:5LhTec3c7dcqBvpLRWbMcf,Madlib,spotify:album:6VFknpSrlXtsIjoY6cJc8p,Beat Konducta Vol. 1-2: Movie Scenes,spotify:artist:5LhTec3c7dcqBvpLRWbMcf,Madlib,2006-03-21,https://i.scdn.co/image/ab67616d0000b27353e6e0851397c089fc2d03ea,1,14,115666,https://p.scdn.co/mp3-preview/a13c446135c032021fdeea66ad52b9ce46de949f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,39,,2018-01-21T02:52:20Z,0.685,0.867,10.0,-7.393,0.0,0.0893,0.138,0.534,0.319,0.738,98.909,4.0,False
41,spotify:track:4jaKdVq2LF6sQf8lHw3365,TOOGOODTOBETRUE (feat. Sufjan Stevens & Rebecca Sugar),"spotify:artist:7wFDo161xYdeaiLz3KIHoM, spotify:artist:4MXUO7sVCaFgFjoTI5ox5c, spotify:artist:6Pd7FRVtwNxFsQIkDMpLGz","Gallant, Sufjan Stevens, Rebecca Sugar",spotify:album:2tZug3aKryBvtzJTfKqARf,TOOGOODTOBETRUE (feat. Sufjan Stevens & Rebecca Sugar),spotify:artist:7wFDo161xYdeaiLz3KIHoM,Gallant,2018-09-21,https://i.scdn.co/image/ab67616d0000b273cda21cdf8943af5459802b7d,1,1,228495,https://p.scdn.co/mp3-preview/ecc78e1f203eeff19a081835cd42579de09a1bfa?cid=9950ac751e34487dbbe027c4fd7f8e99,False,31,,2019-09-11T15:04:00Z,0.381,0.515,9.0,-7.492,1.0,0.0352,0.779,0.00823,0.268,0.121,97.932,4.0,True
